Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Pre-Amp
High Voltage:	750
Conversion Gain:	1024
Coarse Gain:	1
Fine Gain:	1.10
Upper Discriminator:	2874
Lower Discriminator:	29
Calibration Coefficients:	-1.2058662903587866E-4	2.879613684275474	-10.609141850512888
Calibration Channels:	418	475	907
Calibration Energies:	1172.0	1330.0	2502.0
Elapsed Real Time:	61003.01
Elapsed Live Time:	60983.58
Start Time:	March 20, 2024, 04:10:26
End Time:	March 21, 2024, 09:07:10
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
352	988.0737093303925	370
353	990.8683094411977	355
354	993.6626683787447	361
355	996.4567861430338	379
356	999.2506627340648	333
357	1002.0442981518377	339
358	1004.8376923963525	359
359	1007.6308454676092	372
360	1010.4237573656079	364
361	1013.2164280903485	378
362	1016.008857641831	345
363	1018.8010460200554	353
364	1021.592993225022	302
365	1024.3846992567303	351
366	1027.1761641151804	359
367	1029.9673878003725	330
368	1032.7583703123066	328
369	1035.5491116509827	351
370	1038.3396118164005	314
371	1041.1298708085606	338
372	1043.9198886274623	349
373	1046.709665273106	335
374	1049.4992007454916	341
375	1052.2884950446191	318
376	1055.077548170489	352
377	1057.8663601231003	347
378	1060.6549309024538	334
379	1063.443260508549	341
380	1066.2313489413864	348
381	1069.0191962009656	338
382	1071.8068022872865	302
383	1074.5941672003496	322
384	1077.3812909401545	354
385	1080.1681735067014	362
386	1082.9548148999902	340
387	1085.741215120021	374
388	1088.5273741667938	346
389	1091.3132920403084	328
390	1094.0989687405647	330
391	1096.8844042675632	373
392	1099.6695986213035	367
393	1102.454551801786	362
394	1105.23926380901	383
395	1108.0237346429763	340
396	1110.8079643036845	341
397	1113.5919527911344	331
398	1116.3757001053264	335
399	1119.1592062462603	381
400	1121.9424712139362	330
401	1124.7254950083538	351
402	1127.5082776295135	309
403	1130.290819077415	337
404	1133.0731193520585	322
405	1135.855178453444	344
406	1138.6369963815714	329
407	1141.4185731364407	353
408	1144.1999087180518	308
409	1146.981003126405	311
410	1149.7618563615001	330
411	1152.5424684233374	320
412	1155.3228393119161	313
413	1158.1029690272371	325
414	1160.8828575692999	310
415	1163.6625049381046	278
416	1166.4419111336513	295
417	1169.2210761559397	278
418	1172.0000000049704	309
419	1174.7786826807428	295
420	1177.557124183257	272
421	1180.3353245125134	289
422	1183.1132836685115	256
423	1185.8910016512518	272
424	1188.668478460734	264
425	1191.445714096958	265
426	1194.2227085599238	239
427	1196.9994618496316	238
428	1199.7759739660814	247
429	1202.5522449092732	264
430	1205.328274679207	281
431	1208.1040632758825	251
432	1210.8796106993	225
433	1213.6549169494594	252
434	1216.4299820263607	217
435	1219.204805930004	225
436	1221.9793886603893	234
437	1224.7537302175165	234
438	1227.5278306013856	240
439	1230.3016898119965	200
440	1233.0753078493494	202
441	1235.8486847134443	204
442	1238.6218204042812	203
443	1241.3947149218598	183
444	1244.1673682661806	216
445	1246.939780437243	196
446	1249.7119514350475	194
447	1252.4838812595942	170
448	1255.2555699108825	175
449	1258.0270173889128	168
450	1260.798223693685	149
451	1263.569188825199	170
452	1266.3399127834552	172
453	1269.1103955684532	167
454	1271.880637180193	174
455	1274.6506376186749	165
456	1277.4203968838988	179
457	1280.1899149758644	163
458	1282.959191894572	152
459	1285.7282276400217	148
460	1288.4970222122133	160
461	1291.2655756111467	167
462	1294.033887836822	159
463	1296.8019588892394	149
464	1299.5697887683984	174
465	1302.3373774742995	163
466	1305.1047250069425	137
467	1307.8718313663276	143
468	1310.6386965524546	143
469	1313.4053205653233	139
470	1316.171703404934	114
471	1318.937845071287	166
472	1321.7037455643817	146
473	1324.4694048842182	152
474	1327.2348230307966	165
475	1330.000000004117	147
476	1332.7649358041795	164
477	1335.5296304309836	139
478	1338.29408388453	142
479	1341.058296164818	154
480	1343.822267271848	166
481	1346.58599720562	193
482	1349.349485966134	160
483	1352.11273355339	169
484	1354.8757399673877	179
485	1357.6385052081275	181
486	1360.401029275609	189
487	1363.1633121698326	206
488	1365.925353890798	197
489	1368.6871544385056	190
490	1371.4487138129548	204
491	1374.210032014146	243
492	1376.9711090420792	260
493	1379.7319448967544	274
494	1382.4925395781713	271
495	1385.2528930863307	261
496	1388.0130054212316	277
497	1390.7728765828742	313
498	1393.532506571259	337
499	1396.2918953863857	350
500	1399.0510430282543	352
501	1401.8099494968649	364
502	1404.5686147922174	372
503	1407.3270389143117	392
504	1410.085221863148	407
505	1412.8431636387263	374
506	1415.6008642410466	429
507	1418.3583236701088	398
508	1421.115541925913	406
509	1423.872519008459	409
510	1426.6292549177467	423
511	1429.3857496537767	407
512	1432.1420032165483	372
513	1434.898015606062	341
514	1437.6537868223177	401
515	1440.409316865315	334
516	1443.1646057350547	350
517	1445.919653431536	352
518	1448.6744599547596	329
519	1451.4290253047247	322
520	1454.183349481432	317
521	1456.9374324848811	286
522	1459.6912743150722	278
523	1462.4448749720052	281
524	1465.19823445568	271
525	1467.9513527660968	265
526	1470.7042299032555	238
527	1473.4568658671562	224
528	1476.209260657799	185
529	1478.9614142751834	187
530	1481.71332671931	192
531	1484.4649979901785	180
532	1487.2164280877887	166
533	1489.967617012141	158
534	1492.7185647632352	133
535	1495.4692713410714	169
536	1498.2197367456492	132
537	1500.9699609769693	140
538	1503.7199440350312	136
539	1506.469685919835	119
540	1509.2191866313808	119
541	1511.9684461696684	99
542	1514.7174645346981	103
543	1517.4662417264697	105
544	1520.2147777449832	106
545	1522.9630725902387	117
546	1525.711126262236	101
547	1528.4589387609751	101
548	1531.2065100864563	102
549	1533.9538402386793	101
550	1536.7009292176444	88
551	1539.4477770233514	104
552	1542.1943836558003	89
553	1544.9407491149911	92
554	1547.686873400924	98
555	1550.4327565135986	85
556	1553.1783984530152	100
557	1555.9237992191738	89
558	1558.6689588120742	75
559	1561.4138772317167	72
560	1564.158554478101	73
561	1566.9029905512273	87
562	1569.6471854510953	70
563	1572.3911391777053	77
564	1575.1348517310576	81
565	1577.8783231111513	65
566	1580.6215533179875	64
567	1583.3645423515652	61
568	1586.1072902118851	81
569	1588.8497968989468	56
570	1591.5920624127502	73
571	1594.3340867532959	61
572	1597.0758699205833	57
573	1599.8174119146126	60
574	1602.558712735384	63
575	1605.2997723828971	75
576	1608.0405908571522	60
577	1610.7811681581493	77
578	1613.5215042858886	59
579	1616.2615992403696	58
580	1619.0014530215924	54
581	1621.7410656295572	58
582	1624.480437064264	72
583	1627.2195673257127	66
584	1629.9584564139031	58
585	1632.6971043288358	52
586	1635.43551107051	66
587	1638.1736766389265	68
588	1640.911601034085	45
589	1643.649284255985	63
590	1646.3867263046275	71
591	1649.1239271800116	58
592	1651.8608868821375	60
593	1654.5976054110056	57
594	1657.3340827666154	63
595	1660.070318948967	66
596	1662.8063139580609	52
597	1665.5420677938964	61
598	1668.2775804564742	50
599	1671.0128519457935	62
600	1673.747882261855	57
601	1676.4826714046585	49
602	1679.217219374204	71
603	1681.9515261704912	82
604	1684.6855917935204	64
605	1687.4194162432914	67
606	1690.1529995198043	64
607	1692.8863416230593	64
608	1695.6194425530562	72
609	1698.352302309795	66
610	1701.0849208932757	58
611	1703.8172983034983	81
612	1706.549434540463	80
613	1709.2813296041695	85
614	1712.012983494618	86
615	1714.7443962118084	74
616	1717.4755677557407	75
617	1720.206498126415	68
618	1722.937187323831	71
619	1725.667635347989	67
620	1728.397842198889	66
621	1731.127807876531	57
622	1733.857532380915	68
623	1736.5870157120407	70
624	1739.3162578699084	59
625	1742.0452588545181	56
626	1744.7740186658698	45
627	1747.5025373039634	72
628	1750.2308147687988	62
629	1752.9588510603762	66
630	1755.6866461786954	59
631	1758.4142001237567	57
632	1761.1415128955598	59
633	1763.8685844941049	50
634	1766.595414919392	55
635	1769.3220041714208	76
636	1772.0483522501916	62
637	1774.7744591557043	57
638	1777.5003248879593	64
639	1780.225949446956	49
640	1782.9513328326946	61
641	1785.676475045175	56
642	1788.4013760843975	64
643	1791.126035950362	48
644	1793.8504546430681	53
645	1796.5746321625163	52
646	1799.2985685087065	57
647	1802.0222636816386	59
648	1804.7457176813125	42
649	1807.4689305077286	51
650	1810.1919021608865	54
651	1812.9146326407863	37
652	1815.637121947428	45
653	1818.3593700808117	51
654	1821.0813770409372	34
655	1823.8031428278048	52
656	1826.524667441414	53
657	1829.2459508817653	69
658	1831.9669931488588	46
659	1834.6877942426938	53
660	1837.408354163271	44
661	1840.1286729105902	52
662	1842.8487504846514	42
663	1845.5685868854544	46
664	1848.288182112999	39
665	1851.007536167286	40
666	1853.7266490483146	33
667	1856.4455207560852	34
668	1859.1641512905978	36
669	1861.8825406518522	30
670	1864.6006888398485	35
671	1867.3185958545869	39
672	1870.0362616960672	36
673	1872.7536863642897	34
674	1875.4708698592538	35
675	1878.1878121809598	41
676	1880.9045133294078	33
677	1883.6209733045978	42
678	1886.3371921065295	38
679	1889.0531697352035	40
680	1891.768906190619	31
681	1894.4844014727767	46
682	1897.1996555816763	34
683	1899.9146685173178	42
684	1902.6294402797012	40
685	1905.3439708688268	30
686	1908.058260284694	25
687	1910.7723085273033	38
688	1913.4861155966544	46
689	1916.1996814927472	35
690	1918.9130062155823	30
691	1921.6260897651591	43
692	1924.338932141478	31
693	1927.0515333445387	27
694	1929.7638933743415	30
695	1932.4760122308862	40
696	1935.1878899141727	29
697	1937.8995264242014	31
698	1940.6109217609717	31
699	1943.3220759244841	33
700	1946.0329889147383	38
701	1948.7436607317345	30
702	1951.4540913754727	30
703	1954.1642808459528	34
704	1956.8742291431747	32
705	1959.5839362671386	34
706	1962.2934022178445	43
707	1965.002626995292	35
708	1967.711610599482	41
709	1970.4203530304137	29
710	1973.1288542880873	44
711	1975.8371143725028	36
712	1978.54513328366	32
713	1981.2529110215592	36
714	1983.9604475862006	46
715	1986.667742977584	42
716	1989.374797195709	46
717	1992.0816102405763	43
718	1994.788182112185	31
719	1997.4945128105362	39
720	2000.2006023356287	29
721	2002.9064506874638	35
722	2005.6120578660402	39
723	2008.317423871359	38
724	2011.0225487034193	38
725	2013.727432362222	42
726	2016.4320748477662	43
727	2019.1364761600528	46
728	2021.8406362990813	44
729	2024.5445552648512	36
730	2027.2482330573634	41
731	2029.9516696766173	34
732	2032.6548651226135	43
733	2035.3578193953513	52
734	2038.060532494831	40
735	2040.7630044210528	34
736	2043.4652351740165	45
737	2046.1672247537222	38
738	2048.86897316017	49
739	2051.5704803933595	41
740	2054.2717464532907	40
741	2056.9727713399643	36
742	2059.673555053379	48
743	2062.3740975935366	43
744	2065.0743989604352	41
745	2067.774459154077	41
746	2070.4742781744594	33
747	2073.1738560215845	43
748	2075.873192695451	52
749	2078.57228819606	38
750	2081.2711425234106	48
751	2083.9697556775036	38
752	2086.668127658338	54
753	2089.3662584659146	33
754	2092.064148100233	44
755	2094.761796561293	37
756	2097.4592038490955	42
757	2100.1563699636395	44
758	2102.853294904926	30
759	2105.549978672954	41
760	2108.2464212677237	36
761	2110.9426226892356	41
762	2113.6385829374894	47
763	2116.3343020124853	45
764	2119.029779914223	33
765	2121.725016642703	44
766	2124.420012197924	46
767	2127.1147665798876	36
768	2129.809279788593	53
769	2132.5035518240406	38
770	2135.1975826862295	47
771	2137.8913723751607	36
772	2140.584920890834	50
773	2143.278228233249	36
774	2145.9712944024063	41
775	2148.6641193983046	39
776	2151.3567032209457	35
777	2154.0490458703284	49
778	2156.741147346453	46
779	2159.4330076493197	42
780	2162.1246267789284	42
781	2164.8160047352785	30
782	2167.507141518371	40
783	2170.198037128205	32
784	2172.8886915647818	26
785	2175.5791048281	31
786	2178.26927691816	45
787	2180.9592078349624	48
788	2183.648897578506	38
789	2186.338346148792	36
790	2189.0275535458195	29
791	2191.7165197695895	36
792	2194.405244820101	35
793	2197.093728697355	41
794	2199.78197140135	37
795	2202.469972932088	27
796	2205.1577332895667	30
797	2207.8452524737886	25
798	2210.532530484752	34
799	2213.219567322457	52
800	2215.9063629869042	42
801	2218.592917478093	35
802	2221.279230796024	30
803	2223.965302940697	33
804	2226.6511339121116	35
805	2229.3367237102684	30
806	2232.022072335167	39
807	2234.7071797868075	40
808	2237.3920460651902	28
809	2240.0766711703145	33
810	2242.761055102181	32
811	2245.4451978607894	30
812	2248.1290994461397	30
813	2250.812759858232	26
814	2253.4961790970656	31
815	2256.179357162642	28
816	2258.86229405496	38
817	2261.54498977402	35
818	2264.227444319821	25
819	2266.9096576923653	30
820	2269.591629891651	25
821	2272.2733609176785	25
822	2274.9548507704485	28
823	2277.6360994499596	24
824	2280.317106956213	20
825	2282.997873289208	27
826	2285.6783984489457	19
827	2288.3586824354243	22
828	2291.0387252486457	23
829	2293.7185268886087	20
830	2296.3980873553137	31
831	2299.07740664876	21
832	2301.7564847689496	25
833	2304.43532171588	27
834	2307.113917489553	24
835	2309.7922720899674	22
836	2312.4703855171238	28
837	2315.1482577710226	17
838	2317.8258888516625	29
839	2320.5032787590453	16
840	2323.180427493169	17
841	2325.8573350540355	16
842	2328.5340014416433	18
843	2331.2104266559936	16
844	2333.8866106970854	14
845	2336.562553564919	19
846	2339.2382552594954	16
847	2341.9137157808127	18
848	2344.588935128873	24
849	2347.263913303674	9
850	2349.938650305218	30
851	2352.613146133503	23
852	2355.2874007885307	15
853	2357.9614142702994	17
854	2360.635186578811	12
855	2363.308717714064	13
856	2365.9820076760593	11
857	2368.655056464796	17
858	2371.327864080275	19
859	2374.000430522496	13
860	2376.6727557914587	13
861	2379.3448398871637	13
862	2382.0166828096103	17
863	2384.688284558799	9
864	2387.3596451347294	19
865	2390.030764537402	14
866	2392.701642766816	8
867	2395.3722798229724	11
868	2398.0426757058704	5
869	2400.712830415511	17
870	2403.382743951893	14
871	2406.0524163150167	11
872	2408.721847504883	7
873	2411.3910375214905	5
874	2414.059986364841	17
875	2416.7286940349322	16
876	2419.397160531766	17
877	2422.0653858553414	13
878	2424.733370005659	9
879	2427.401112982718	12
880	2430.06861478652	18
881	2432.7358754170627	15
882	2435.402894874348	20
883	2438.0696731583757	10
884	2440.7362102691445	19
885	2443.4025062066557	16
886	2446.0685609709085	13
887	2448.734374561903	18
888	2451.39994697964	22
889	2454.065278224119	18
890	2456.7303682953393	23
891	2459.395217193302	20
892	2462.059824918006	19
893	2464.7241914694528	19
894	2467.3883168476414	22
895	2470.0522010525715	32
896	2472.715844084244	31
897	2475.3792459426577	35
898	2478.042406627814	41
899	2480.705326139712	32
900	2483.368004478352	36
901	2486.030441643734	31
902	2488.692637635858	27
903	2491.354592454723	31
904	2494.016306100331	42
905	2496.677778572681	39
906	2499.339009871772	36
907	2501.9999999976058	35
908	2504.6607489501807	36
909	2507.321256729498	37
910	2509.981523335557	38
911	2512.6415487683585	44
912	2515.3013330279014	42
913	2517.9608761141867	36
914	2520.620178027213	25
915	2523.2792387669824	44
916	2525.938058333493	35
917	2528.5966367267456	34
918	2531.2549739467404	34
919	2533.9130699934767	36
920	2536.5709248669555	36
921	2539.2285385671757	36
922	2541.8859110941385	31
923	2544.5430424478423	29
924	2547.199932628289	24
925	2549.8565816354767	27
926	2552.512989469407	29
927	2555.1691561300786	31
928	2557.8250816174927	30
929	2560.480765931649	29
930	2563.1362090725465	29
931	2565.791411040186	24
932	2568.446371834568	33
933	2571.1010914556914	22
934	2573.7555699035565	15
935	2576.4098071781646	27
936	2579.0638032795136	29
937	2581.7175582076047	23
938	2584.371071962438	22
939	2587.0243445440133	18
940	2589.67737595233	16
941	2592.3301661873893	16
942	2594.9827152491903	20
943	2597.635023137733	13
944	2600.2870898530177	16
945	2602.938915395044	13
946	2605.590499763813	22
947	2608.2418429593235	8
948	2610.8929449815764	6
949	2613.5438058305704	10
950	2616.1944255063067	14
951	2618.844804008785	16
952	2621.4949413380054	14
953	2624.1448374939678	19
954	2626.7944924766716	8
955	2629.4439062861175	11
956	2632.0930789223053	8
957	2634.7420103852355	12
958	2637.390700674907	8
959	2640.0391497913206	19
960	2642.6873577344763	13
961	2645.335324504374	6
962	2647.9830501010133	4
963	2650.630534524395	10
964	2653.2777777745177	8
965	2655.9247798513834	12
966	2658.5715407549906	6
967	2661.2180604853397	6
968	2663.864339042431	10
969	2666.5103764262635	7
970	2669.1561726368386	9
971	2671.8017276741552	6
972	2674.4470415382143	5
973	2677.092114229015	6
974	2679.7369457465575	8
975	2682.381536090842	7
976	2685.0258852618686	5
977	2687.669993259637	10
978	2690.313860084147	6
979	2692.9574857353996	5
980	2695.6008702133936	4
981	2698.24401351813	13
982	2700.886915649608	5
983	2703.529576607828	5
984	2706.1719963927894	2
985	2708.814175004494	5
986	2711.4561124429392	2
987	2714.097808708127	4
988	2716.7392638000565	3
989	2719.3804777187283	3
990	2722.0214504641417	7
991	2724.662182036297	6
992	2727.3026724351944	8
993	2729.9429216608337	1
994	2732.582929713215	6
995	2735.222696592338	1
996	2737.862222298203	6
997	2740.50150683081	9
998	2743.140550190159	6
999	2745.7793523762493	2
1000	2748.4179133890825	2
1001	2751.056233228657	7
1002	2753.6943118949735	4
1003	2756.3321493880326	5
1004	2758.9697457078328	3
1005	2761.6071008543754	4
1006	2764.244214827659	7
1007	2766.8810876276857	5
1008	2769.517719254454	5
1009	2772.154109707964	5
1010	2774.790258988216	2
1011	2777.42616709521	1
1012	2780.0618340289457	5
1013	2782.6972597894237	6
1014	2785.3324443766437	5
1015	2787.9673877906052	7
1016	2790.6020900313088	6
1017	2793.2365510987543	2
1018	2795.8707709929417	7
1019	2798.5047497138708	6
1020	2801.1384872615427	2
1021	2803.7719836359556	2
1022	2806.405238837111	10
1023	2809.0382528650075	10
