#Fringes	Voltage (Trial 5)
1	-5.680
2	-5.790
3	-5.930
4	-6.070
5	-6.180
6	-6.300
7	-6.430
8	-6.540
9	-6.660
10	-6.780
11	-6.910
12	-7.030
13	-7.180
14	-7.260
15	-7.350
16	-7.480
17	-7.680
18	-7.730
19	-7.850
20	-7.980
21	-8.100
22	-8.220
23	-8.340
24	-8.450
25	-8.580
26	-8.670
27	-8.800
28	-8.920
29	-9.060
30	-9.160
31	-9.290
32	-9.430
33	-9.540
34	-9.650
35	-9.770
36	-9.900
