Subt_2:202		
345.868	-0.27	
346.082	-0.27	
346.296	-0.27	
346.51	-42.46	
346.724	5.46	
346.937	10.79	
347.151	-8.06	
347.365	-12.97	
347.579	7.92	
347.793	3	
348.006	-16.66	
348.22	-1.09	
348.434	-19.93	
348.648	7.92	
348.861	17.34	
349.075	-20.34	
349.289	32.08	
349.502	-11.74	
349.716	-27.31	
349.93	30.86	
350.143	18.98	
350.357	-10.51	
350.571	26.76	
350.784	2.18	
350.998	-12.97	
351.212	-18.7	
351.425	-0.68	
351.639	24.71	
351.852	-16.25	
352.066	-0.68	
352.28	-30.58	
352.493	-38.37	
352.707	2.59	
352.92	8.33	
353.134	24.3	
353.347	-15.84	
353.561	-3.55	
353.774	-22.8	
353.988	-41.23	
354.201	35.77	
354.415	2.18	
354.628	-14.61	
354.841	-17.48	
355.055	26.76	
355.268	-31.4	
355.482	-8.87	
355.695	7.92	
355.908	14.06	
356.122	-10.1	
356.335	35.36	
356.549	-3.14	
356.762	-7.65	
356.975	9.56	
357.189	-2.73	
357.402	4.64	
357.615	12.01	
357.828	-9.69	
358.042	-13.38	
358.255	3	
358.468	-24.44	
358.682	-31.81	
358.895	18.16	
359.108	-26.08	
359.321	17.75	
359.534	-22.39	
359.748	-29.76	
359.961	-28.54	
360.174	2.18	
360.387	-26.08	
360.6	-38.77	
360.813	-17.48	
361.027	28.81	
361.24	57.89	
361.453	30.45	
361.666	-11.33	
361.879	-9.69	
362.092	2.59	
362.305	1.37	
362.518	37.82	
362.731	-11.33	
362.944	30.45	
363.157	-22.8	
363.37	-55.57	
363.583	12.42	
363.796	-28.94	
364.009	14.47	
364.222	-5.19	
364.435	15.29	
364.648	-29.35	
364.861	-0.27	
365.074	-35.5	
365.287	28.81	
365.5	-15.84	
365.713	52.56	
365.926	-24.03	
366.139	25.12	
366.352	-19.11	
366.564	7.92	
366.777	-34.27	
366.99	-19.52	
367.203	0.96	
367.416	11.2	
367.629	9.56	
367.841	7.92	
368.054	-9.69	
368.267	29.63	
368.48	23.48	
368.693	-14.61	
368.905	-3.55	
369.118	-18.3	
369.331	36.59	
369.544	-8.46	
369.756	19.8	
369.969	-27.72	
370.182	-21.16	
370.394	36.59	
370.607	-40.41	
370.82	14.06	
371.032	-21.98	
371.245	38.64	
371.458	-31.81	
371.67	-11.33	
371.883	-37.55	
372.095	59.12	
372.308	2.18	
372.52	25.94	
372.733	48.06	
372.946	-26.08	
373.158	2.59	
373.371	-40.41	
373.583	39.05	
373.796	-2.73	
374.008	-1.09	
374.221	16.93	
374.433	10.79	
374.646	-3.96	
374.858	-54.34	
375.071	4.23	
375.283	-8.87	
375.495	-27.31	
375.708	-28.13	
375.92	-8.46	
376.133	-8.46	
376.345	-14.61	
376.557	34.54	
376.77	-14.2	
376.982	31.68	
377.194	-4.37	
377.407	-57.62	
377.619	35.77	
377.831	3	
378.044	-5.6	
378.256	10.38	
378.468	-18.7	
378.68	8.74	
378.893	-11.33	
379.105	-8.06	
379.317	-21.98	
379.529	-63.76	
379.742	-13.79	
379.954	-60.48	
380.166	-8.87	
380.378	-34.68	
380.59	-26.08	
380.803	-19.11	
381.015	-11.74	
381.227	12.01	
381.439	0.55	
381.651	-13.38	
381.863	-12.15	
382.075	-14.2	
382.287	30.86	
382.499	30.86	
382.712	-19.93	
382.924	-58.84	
383.136	-32.63	
383.348	-15.84	
383.56	5.46	
383.772	-25.26	
383.984	-35.91	
384.196	-26.49	
384.408	-18.7	
384.62	13.24	
384.832	1.37	
385.044	2.59	
385.255	-17.89	
385.467	-43.69	
385.679	-4.37	
385.891	23.07	
386.103	14.47	
386.315	-9.28	
386.527	6.28	
386.739	50.11	
386.951	12.01	
387.162	11.61	
387.374	5.87	
387.586	-12.56	
387.798	-32.63	
388.01	-21.57	
388.221	-5.19	
388.433	-5.19	
388.645	12.01	
388.857	-1.09	
389.069	-32.22	
389.28	-31.4	
389.492	-4.78	
389.704	-13.38	
389.915	30.04	
390.127	-6.83	
390.339	10.38	
390.55	-4.37	
390.762	-9.69	
390.974	-42.05	
391.185	-24.03	
391.397	-23.62	
391.609	-13.38	
391.82	-33.04	
392.032	-8.46	
392.243	-37.96	
392.455	12.01	
392.667	6.28	
392.878	-10.1	
393.09	-1.09	
393.301	20.62	
393.513	22.66	
393.724	-17.89	
393.936	-0.68	
394.147	41.92	
394.359	-9.69	
394.57	-57.62	
394.782	-18.7	
394.993	-37.96	
395.204	16.52	
395.416	12.01	
395.627	-41.64	
395.839	-7.24	
396.05	-27.31	
396.261	5.87	
396.473	-26.49	
396.684	18.16	
396.896	28.4	
397.107	-18.3	
397.318	-11.33	
397.529	-3.55	
397.741	-9.28	
397.952	-7.24	
398.163	42.73	
398.375	-28.13	
398.586	-14.61	
398.797	4.23	
399.008	-0.27	
399.22	29.63	
399.431	-37.96	
399.642	-21.57	
399.853	49.29	
400.064	15.7	
400.276	-20.34	
400.487	-53.11	
400.698	-44.51	
400.909	21.85	
401.12	0.96	
401.331	22.25	
401.542	-8.06	
401.754	-6.83	
401.965	12.01	
402.176	-30.58	
402.387	60.76	
402.598	38.23	
402.809	129.16	
403.02	129.98	
403.231	96.39	
403.442	122.2	
403.653	154.55	
403.864	68.54	
404.075	19.39	
404.286	-22.8	
404.497	40.28	
404.708	-10.92	
404.919	-31.4	
405.13	21.03	
405.341	0.14	
405.551	-89.97	
405.762	-27.72	
405.973	29.22	
406.184	26.35	
406.395	-5.19	
406.606	22.25	
406.817	7.92	
407.027	-62.94	
407.238	-31.81	
407.449	-22.39	
407.66	10.79	
