SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Oct 20 21:23:03 GMT 2014
User: ammspsa
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4E00404
Integration Time (usec): 1000000 (USB4E00404)
Spectra Averaged: 5 (USB4E00404)
Boxcar Smoothing: 0 (USB4E00404)
Correct for Electrical Dark: No (USB4E00404)
Strobe/Lamp Enabled: No (USB4E00404)
Correct for Detector Non-linearity: No (USB4E00404)
Correct for Stray Light: No (USB4E00404)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.87	-35.23
346.08	-35.23
346.30	-35.23
346.51	6.14
346.72	-21.71
346.94	53.66
347.15	11.47
347.37	9.01
347.58	1.64
347.79	-46.28
348.01	-16.38
348.22	8.19
348.43	75.37
348.65	24.99
348.86	20.89
349.08	-55.70
349.29	47.10
349.50	9.42
349.72	-77.82
349.93	37.27
350.14	27.85
350.36	45.87
350.57	22.94
350.78	34.41
351.00	-24.99
351.21	-11.06
351.43	3.69
351.64	9.42
351.85	-2.05
352.07	41.37
352.28	14.34
352.49	16.79
352.71	48.74
352.92	20.48
353.13	16.38
353.35	70.04
353.56	15.97
353.77	14.75
353.99	9.83
354.20	-3.28
354.41	43.42
354.63	-38.91
354.84	22.94
355.05	10.24
355.27	-2.05
355.48	-1.23
355.70	-1.64
355.91	0.82
356.12	21.30
356.34	11.06
356.55	52.43
356.76	-14.34
356.98	-12.70
357.19	-29.49
357.40	-4.51
357.62	-30.72
357.83	-30.72
358.04	-50.38
358.26	12.29
358.47	38.09
358.68	-28.67
358.89	14.75
359.11	14.75
359.32	15.97
359.53	-16.79
359.75	7.37
359.96	-2.87
360.17	20.07
360.39	5.73
360.60	-63.90
360.81	-9.83
361.03	40.14
361.24	-23.35
361.45	-9.42
361.67	-30.72
361.88	-17.20
362.09	-11.06
362.31	16.38
362.52	5.73
362.73	34.00
362.94	69.22
363.16	12.29
363.37	53.66
363.58	5.32
363.80	-1.64
364.01	-20.48
364.22	3.28
364.44	27.44
364.65	40.96
364.86	24.17
365.07	43.83
365.29	29.08
365.50	-20.89
365.71	4.10
365.93	-11.88
366.14	42.19
366.35	42.60
366.56	6.55
366.78	24.17
366.99	-10.65
367.20	-18.43
367.42	22.12
367.63	23.35
367.84	-43.42
368.05	21.30
368.27	27.85
368.48	7.78
368.69	28.67
368.91	58.16
369.12	45.46
369.33	-28.26
369.54	12.29
369.76	36.86
369.97	24.58
370.18	7.37
370.39	67.17
370.61	-4.10
370.82	200.70
371.03	19.66
371.24	13.52
371.46	37.27
371.67	39.73
371.88	-9.01
372.10	54.07
372.31	50.79
372.52	-18.02
372.73	72.91
372.95	20.89
373.16	-22.53
373.37	-11.47
373.58	-30.72
373.80	18.02
374.01	10.24
374.22	40.96
374.43	27.85
374.65	41.78
374.86	11.47
375.07	-5.73
375.28	-0.82
375.50	71.68
375.71	9.42
375.92	15.15
376.13	15.15
376.34	14.75
376.56	57.34
376.77	-22.12
376.98	4.51
377.19	54.89
377.41	3.69
377.62	33.18
377.83	64.31
378.04	59.39
378.26	20.89
378.47	21.71
378.68	12.29
378.89	-31.13
379.10	-12.29
379.32	-20.89
379.53	51.61
379.74	-22.12
379.95	-25.80
380.17	7.78
380.38	-3.28
380.59	61.85
380.80	-34.00
381.01	27.85
381.23	10.24
381.44	-15.97
381.65	56.93
381.86	-13.93
382.08	-11.88
382.29	51.20
382.50	-34.82
382.71	36.04
382.92	-9.83
383.14	-23.35
383.35	9.01
383.56	20.07
383.77	18.02
383.98	69.63
384.20	-39.73
384.41	-12.29
384.62	37.68
384.83	22.53
385.04	52.02
385.26	35.23
385.47	-4.92
385.68	42.19
385.89	-20.07
386.10	14.34
386.32	22.12
386.53	2.05
386.74	-0.41
386.95	51.20
387.16	58.16
387.37	2.46
387.59	-16.79
387.80	56.93
388.01	41.37
388.22	-25.80
388.43	1.23
388.65	29.08
388.86	50.79
