SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon Oct 20 20:45:39 GMT 2014
User: ammspsa
Dark Spectrum Present: Yes
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4E00404
Integration Time (usec): 1000000 (USB4E00404)
Spectra Averaged: 5 (USB4E00404)
Boxcar Smoothing: 0 (USB4E00404)
Correct for Electrical Dark: No (USB4E00404)
Strobe/Lamp Enabled: No (USB4E00404)
Correct for Detector Non-linearity: No (USB4E00404)
Correct for Stray Light: No (USB4E00404)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.87	-0.82
346.08	-0.82
346.30	-0.82
346.51	-50.38
346.72	-24.17
346.94	-20.48
347.15	4.51
347.37	2.05
347.58	-32.77
347.79	32.77
348.01	-26.62
348.22	-18.02
348.43	-24.17
348.65	45.46
348.86	-41.37
349.08	-8.60
349.29	-20.48
349.50	-38.50
349.72	-12.70
349.93	35.23
350.14	-2.87
350.36	-30.31
350.57	-49.97
350.78	41.37
351.00	8.19
351.21	-23.76
351.43	4.51
351.64	-20.07
351.85	31.54
352.07	27.85
352.28	13.52
352.49	-7.37
352.71	18.84
352.92	-18.02
353.13	-16.38
353.35	-0.41
353.56	22.12
353.77	-27.03
353.99	15.97
354.20	0.82
354.41	-16.79
354.63	14.75
354.84	18.02
355.05	33.18
355.27	7.78
355.48	43.42
355.70	-29.08
355.91	-14.34
356.12	-11.47
356.34	-11.06
356.55	23.76
356.76	29.90
356.98	9.01
357.19	16.38
357.40	7.78
357.62	17.20
357.83	50.38
358.04	10.24
358.26	-13.52
358.47	-13.93
358.68	-6.55
358.89	15.97
359.11	17.61
359.32	11.06
359.53	-24.17
359.75	20.48
359.96	-49.56
360.17	11.47
360.39	11.88
360.60	-22.12
360.81	-13.11
361.03	-22.53
361.24	51.20
361.45	23.76
361.67	20.89
361.88	36.45
362.09	8.19
362.31	-2.87
362.52	62.26
362.73	34.41
362.94	2.46
363.16	20.89
363.37	25.39
363.58	7.78
363.80	7.78
364.01	0.00
364.22	-26.21
364.44	4.10
364.65	41.78
364.86	-29.90
365.07	48.33
365.29	-4.10
365.50	-1.23
365.71	22.94
365.93	-42.19
366.14	20.07
366.35	2.05
366.56	27.03
366.78	13.52
366.99	25.80
367.20	-35.63
367.42	60.21
367.63	-32.36
367.84	4.51
368.05	-25.80
368.27	-16.38
368.48	-15.56
368.69	18.84
368.91	-4.10
369.12	18.02
369.33	-7.37
369.54	-21.30
369.76	-4.92
369.97	-14.34
370.18	-2.87
370.39	27.03
370.61	1.23
370.82	-4.51
371.03	-1.23
371.24	4.10
371.46	12.29
371.67	-7.78
371.88	27.03
372.10	17.20
372.31	-19.25
372.52	1.23
372.73	20.07
372.95	-37.27
373.16	42.60
373.37	7.37
373.58	46.28
373.80	-17.20
374.01	-22.12
374.22	20.07
374.43	17.61
374.65	-22.12
374.86	21.71
375.07	15.56
375.28	5.73
375.50	-2.87
375.71	56.93
375.92	2.05
376.13	-25.39
376.34	-1.64
376.56	-50.38
376.77	56.93
376.98	-10.65
377.19	18.02
377.41	-17.61
377.62	-36.86
377.83	2.87
378.04	23.35
378.26	-23.76
378.47	18.84
378.68	-11.47
378.89	-8.60
379.10	-40.96
379.32	11.47
379.53	31.95
379.74	16.38
379.95	-33.59
380.17	33.59
380.38	-16.79
380.59	-29.08
380.80	42.60
381.01	-6.55
381.23	45.06
381.44	13.52
381.65	47.10
381.86	-35.23
382.08	25.39
382.29	47.51
382.50	13.93
382.71	7.78
382.92	20.48
383.14	76.18
383.35	-13.52
383.56	4.10
383.77	-23.76
383.98	-11.06
384.20	8.60
384.41	28.67
384.62	-21.71
384.83	43.42
385.04	0.00
385.26	-26.21
385.47	-10.65
385.68	53.25
385.89	-25.80
386.10	-6.14
386.32	-6.96
386.53	-36.04
386.74	37.27
386.95	-10.24
387.16	-19.66
387.37	19.66
387.59	-5.73
387.80	11.47
388.01	6.96
388.22	19.25
388.43	58.98
388.65	43.42
388.86	9.83
389.07	12.70
389.28	14.34
389.49	35.63
389.70	46.28
389.92	42.60
390.13	48.74
390.34	44.65
390.55	56.52
390.76	34.41
390.97	47.92
391.19	10.65
391.40	7.78
391.61	26.62
391.82	19.25
392.03	70.45
392.24	29.90
392.45	122.47
392.67	57.75
392.88	51.61
393.09	90.52
393.30	108.95
393.51	126.97
393.72	52.43
393.94	90.11
394.15	125.34
394.36	116.73
394.57	123.70
394.78	99.94
394.99	160.56
395.20	166.30
395.42	219.54
395.63	140.90
395.84	122.06
396.05	200.29
396.26	160.56
396.47	151.55
396.68	138.85
396.90	200.70
397.11	140.49
397.32	144.18
397.53	159.74
397.74	169.98
397.95	173.26
398.16	214.63
398.37	221.59
398.59	198.24
398.80	161.38
399.01	237.56
399.22	192.10
399.43	161.79
399.64	177.76
399.85	196.60
400.06	210.53
400.28	144.18
400.49	183.09
400.70	150.73
400.91	206.03
401.12	190.46
401.33	179.40
401.54	129.43
401.75	126.15
401.96	137.21
402.18	151.14
402.39	178.99
402.60	199.88
402.81	159.33
403.02	141.72
403.23	133.53
403.44	140.49
403.65	87.24
403.86	140.49
404.07	133.53
404.29	47.51
404.50	95.44
404.71	134.35
404.92	62.26
405.13	96.66
405.34	137.62
405.55	96.66
405.76	76.18
405.97	94.21
406.18	116.73
406.39	89.29
406.61	99.12
406.82	60.21
407.03	57.34
407.24	122.88
407.45	68.40
407.66	172.44
407.87	74.14
408.08	133.94
408.29	45.87
408.50	77.41
408.71	73.32
408.92	75.37
409.14	49.15
409.35	40.55
409.56	79.87
409.77	22.94
409.98	23.76
410.19	18.43
410.40	40.96
410.61	51.20
410.82	18.43
411.03	88.47
411.24	71.68
411.45	37.68
411.66	-24.17
411.87	70.86
412.08	-2.87
412.29	22.12
412.51	27.03
412.72	57.34
412.93	62.26
413.14	23.35
413.35	-2.87
413.56	49.15
413.77	23.35
413.98	19.25
414.19	40.55
414.40	2.87
414.61	58.57
414.82	14.75
415.03	20.48
415.24	50.79
415.45	-18.84
415.66	45.46
415.87	12.29
416.08	75.77
416.29	39.73
416.50	-23.76
416.71	11.88
416.92	-2.46
417.13	32.77
417.34	12.29
417.55	-12.29
417.77	15.97
417.98	0.41
418.19	0.00
418.40	45.46
418.61	-13.11
418.82	32.36
419.03	19.25
419.24	2.05
419.45	9.83
419.66	14.75
419.87	0.00
420.08	-1.23
420.29	25.39
420.50	14.75
420.71	54.89
420.92	34.82
421.13	37.27
421.34	29.08
421.55	88.47
421.76	50.79
421.97	55.30
422.18	24.99
422.39	24.99
422.60	7.37
422.81	-11.88
423.02	25.39
423.23	42.60
423.44	52.43
423.65	12.70
423.86	21.30
424.07	59.80
